,STATE,TRACTFIPS,COUNTYFIPS,STATEFIPS,TERRITORY,ACS_TOT_POP_WT,ACS_TOT_POP_US_ABOVE1,ACS_TOT_POP_ABOVE5,ACS_TOT_POP_ABOVE15,ACS_TOT_POP_ABOVE16,ACS_TOT_POP_16_19,ACS_TOT_POP_ABOVE25,ACS_TOT_CIVIL_POP_ABOVE18,ACS_TOT_CIVIL_VET_POP_ABOVE25,ACS_TOT_OWN_CHILD_BELOW17,ACS_TOT_CIVILIAN_LABOR,ACS_TOT_CIVIL_EMPLOY_POP,ACS_TOT_WORKER_HH,ACS_TOT_WORKER_NWFH,ACS_TOT_CIVIL_NONINST_POP_POV,ACS_TOT_CIVIL_POP_POV,ACS_TOT_POP_POV,ACS_TOT_GRANDCHILDREN_GP,ACS_TOT_HU,ACS_TOT_HH,ACS_AVG_HH_SIZE,ACS_TOT_CIVIL_NONINST_POP,ACS_TOT_CIVIL_VET_POP,ACS_PCT_CHILD_DISAB,ACS_PCT_DISABLE,ACS_PCT_NONVET_DISABLE_18_64,ACS_PCT_VET_DISABLE_18_64,ACS_PCT_FEMALE,ACS_PCT_MALE,ACS_PCT_CTZ_ABOVE18,ACS_PCT_CTZ_NATURALIZED,ACS_PCT_CTZ_NONUS_BORN,ACS_PCT_CTZ_US_BORN,ACS_PCT_FOREIGN_BORN,ACS_PCT_NON_CITIZEN,ACS_PCT_NONCTN_1990,ACS_PCT_NONCTN_1999,ACS_PCT_NONCTN_2000,ACS_PCT_NONCTN_2010,ACS_PCT_API_LANG,ACS_PCT_ENGL_NOT_ALL,ACS_PCT_ENGL_NOT_WELL,ACS_PCT_ENGL_VERY_WELL,ACS_PCT_ENGL_WELL,ACS_PCT_ENGLISH,ACS_PCT_HH_LIMIT_ENGLISH,ACS_PCT_OTH_EURP,ACS_PCT_OTH_LANG,ACS_PCT_SPANISH,ACS_PCT_GULFWAR_1990_2001,ACS_PCT_GULFWAR_2001,ACS_PCT_GULFWAR_VIETNAM,ACS_PCT_VET,ACS_PCT_VIETNAM,ACS_MEDIAN_AGE,ACS_MEDIAN_AGE_FEMALE,ACS_MEDIAN_AGE_MALE,ACS_PCT_AGE_0_4,ACS_PCT_AGE_5_9,ACS_PCT_AGE_10_14,ACS_PCT_AGE_15_17,ACS_PCT_AGE_0_17,ACS_PCT_AGE_18_29,ACS_PCT_AGE_18_44,ACS_PCT_AGE_30_44,ACS_PCT_AGE_45_64,ACS_PCT_AGE_50_64,ACS_PCT_AGE_ABOVE65,ACS_PCT_AGE_ABOVE80,ACS_PCT_AIAN,ACS_PCT_AIAN_FEMALE,ACS_PCT_AIAN_MALE,ACS_PCT_AIAN_NONHISP,ACS_PCT_ASIAN,ACS_PCT_ASIAN_FEMALE,ACS_PCT_ASIAN_MALE,ACS_PCT_ASIAN_NONHISP,ACS_PCT_BLACK,ACS_PCT_BLACK_FEMALE,ACS_PCT_BLACK_MALE,ACS_PCT_BLACK_NONHISP,ACS_PCT_HISP_FEMALE,ACS_PCT_HISP_MALE,ACS_PCT_HISPANIC,ACS_PCT_MULT_RACE,ACS_PCT_MULT_RACE_FEMALE,ACS_PCT_MULT_RACE_MALE,ACS_PCT_MULT_RACE_NONHISP,ACS_PCT_NHPI,ACS_PCT_NHPI_FEMALE,ACS_PCT_NHPI_MALE,ACS_PCT_NHPI_NONHISP,ACS_PCT_OTHER_FEMALE,ACS_PCT_OTHER_MALE,ACS_PCT_OTHER_NONHISP,ACS_PCT_OTHER_RACE,ACS_PCT_WHITE,ACS_PCT_WHITE_FEMALE,ACS_PCT_WHITE_MALE,ACS_PCT_WHITE_NONHISP,ACS_PCT_HOUSEHOLDER_WHITE,ACS_PCT_HOUSEHOLDER_BLACK,ACS_PCT_HOUSEHOLDER_AIAN,ACS_PCT_HOUSEHOLDER_ASIAN,ACS_PCT_HOUSEHOLDER_NHPI,ACS_PCT_HOUSEHOLDER_OTHER,ACS_PCT_HOUSEHOLDER_MULT,ACS_PCT_AIAN_COMB,ACS_PCT_ASIAN_COMB,ACS_PCT_BLACK_COMB,ACS_PCT_NHPI_COMB,ACS_PCT_WHITE_COMB,ACS_PCT_HH_NO_COMP_DEV,ACS_PCT_HH_SMARTPHONE,ACS_PCT_HH_SMARTPHONE_ONLY,ACS_PCT_HH_TABLET,ACS_PCT_HH_TABLET_ONLY,ACS_PCT_HH_PC,ACS_PCT_HH_PC_ONLY,ACS_PCT_HH_OTHER_COMP,ACS_PCT_HH_OTHER_COMP_ONLY,ACS_PCT_HH_INTERNET,ACS_PCT_HH_INTERNET_NO_SUBS,ACS_PCT_HH_BROADBAND,ACS_PCT_HH_BROADBAND_ONLY,ACS_PCT_HH_BROADBAND_ANY,ACS_PCT_HH_CELLULAR,ACS_PCT_HH_CELLULAR_ONLY,ACS_PCT_HH_NO_INTERNET,ACS_PCT_HH_SAT_INTERNET,ACS_PCT_HH_DIAL_INTERNET_ONLY,ACS_PCT_CHILD_1FAM,ACS_PCT_CHILDREN_GRANDPARENT,ACS_PCT_GRANDP_RESPS_NO_P,ACS_PCT_GRANDP_RESPS_P,ACS_PCT_GRANDP_NO_RESPS,ACS_PCT_HH_KID_1PRNT,ACS_PCT_DIVORCED_F,ACS_PCT_DIVORCED_M,ACS_PCT_MARRIED_SP_AB_F,ACS_PCT_MARRIED_SP_AB_M,ACS_PCT_MARRIED_SP_PR_F,ACS_PCT_MARRIED_SP_PR_M,ACS_PCT_NVR_MARRIED_F,ACS_PCT_NVR_MARRIED_M,ACS_PCT_WIDOWED_F,ACS_PCT_WIDOWED_M,ACS_PCT_POP_SAME_SEX_UNMRD_P,ACS_PCT_POP_SAME_SEX_SPOUSE,ACS_PCT_ADMIN,ACS_PCT_ARMED_FORCES,ACS_PCT_ART,ACS_PCT_CONSTRUCT,ACS_PCT_EDUC,ACS_PCT_EMPLOYED,ACS_PCT_FINANCE,ACS_PCT_GOVT,ACS_PCT_INFORM,ACS_PCT_MANUFACT,ACS_PCT_NATURE,ACS_PCT_NOT_LABOR,ACS_PCT_OTHER,ACS_PCT_PROFESS,ACS_PCT_PVT_NONPROFIT,ACS_PCT_PVT_PROFIT,ACS_PCT_RETAIL,ACS_PCT_TRANSPORT,ACS_PCT_UNEMPLOY,ACS_PCT_VET_LABOR_FORCE_18_64,ACS_PCT_VET_UNEMPL_18_64,ACS_PCT_WHOLESALE,ACS_PCT_WORK_RES_F,ACS_PCT_WORK_RES_M,ACS_GINI_INDEX,ACS_MDN_GRNDPRNT_NO_PRNT_INC,ACS_MDN_GRNDPRNT_INC,ACS_MEDIAN_HH_INC_AIAN,ACS_MEDIAN_HH_INC_ASIAN,ACS_MEDIAN_HH_INC_BLACK,ACS_MEDIAN_HH_INC_HISP,ACS_MEDIAN_HH_INC_MULTI,ACS_MEDIAN_HH_INC_NHPI,ACS_MEDIAN_HH_INC_OTHER,ACS_MEDIAN_HH_INC_WHITE,ACS_MEDIAN_HH_INC,ACS_MEDIAN_INC_F,ACS_MEDIAN_INC_M,ACS_MEDIAN_NONVET_INC,ACS_MEDIAN_VET_INC,ACS_PCT_INC50_ABOVE65,ACS_PCT_INC50_BELOW17,ACS_PCT_HEALTH_INC_BELOW137,ACS_PCT_HEALTH_INC_138_199,ACS_PCT_HEALTH_INC_200_399,ACS_PCT_HEALTH_INC_ABOVE400,ACS_PCT_HH_INC_10000,ACS_PCT_HH_INC_100000,ACS_PCT_HH_INC_14999,ACS_PCT_HH_INC_24999,ACS_PCT_HH_INC_49999,ACS_PCT_HH_INC_99999,ACS_PCT_INC50,ACS_PCT_NONVET_POV_18_64,ACS_PCT_VET_POV_18_64,ACS_PCT_PERSON_INC_100_124,ACS_PCT_PERSON_INC_125_199,ACS_PCT_PERSON_INC_ABOVE200,ACS_PCT_PERSON_INC_BELOW99,ACS_PER_CAPITA_INC,ACS_PCT_POV_AIAN,ACS_PCT_POV_ASIAN,ACS_PCT_POV_BLACK,ACS_PCT_POV_HISPANIC,ACS_PCT_POV_MULTI,ACS_PCT_POV_NHPI,ACS_PCT_POV_OTHER,ACS_PCT_POV_WHITE,ACS_PCT_HH_1FAM_FOOD_STMP,ACS_PCT_HH_FOOD_STMP,ACS_PCT_HH_FOOD_STMP_BLW_POV,ACS_PCT_HH_NO_FD_STMP_BLW_POV,ACS_PCT_HH_PUB_ASSIST,ACS_PCT_COLLEGE_ASSOCIATE_DGR,ACS_PCT_BACHELOR_DGR,ACS_PCT_NO_WORK_NO_SCHL_16_19,ACS_PCT_GRADUATE_DGR,ACS_PCT_HS_GRADUATE,ACS_PCT_LT_HS,ACS_PCT_POSTHS_ED,ACS_PCT_VET_BACHELOR,ACS_PCT_VET_COLLEGE,ACS_PCT_VET_HS,ACS_MEDIAN_HOME_VALUE,ACS_MEDIAN_RENT,ACS_MDN_OWNER_COST_MORTGAGE,ACS_MDN_OWNER_COST_NO_MORTG,ACS_MEDIAN_YEAR_BUILT,ACS_PCT_10UNITS,ACS_PCT_1UP_OWNER_1ROOM,ACS_PCT_1UP_PERS_1ROOM,ACS_PCT_1UP_RENT_1ROOM,ACS_PCT_HU_BUILT_1979,ACS_PCT_DIF_STATE,ACS_PCT_GRP_QRT,ACS_PCT_HH_1PERS,ACS_PCT_HH_ABOVE65,ACS_PCT_HH_ALONE_ABOVE65,ACS_PCT_HU_NO_FUEL,ACS_PCT_HU_UTILITY_GAS,ACS_PCT_HU_BOT_TANK_LP_GAS,ACS_PCT_HU_OIL,ACS_PCT_HU_WOOD,ACS_PCT_HU_COAL,ACS_PCT_HU_OTHER,ACS_PCT_HU_ELEC,ACS_PCT_HU_SOLAR,ACS_PCT_IN_COUNTY_MOVE,ACS_PCT_IN_STATE_MOVE,ACS_PCT_HU_KITCHEN,ACS_PCT_HU_MOBILE_HOME,ACS_PCT_OWNER_HU,ACS_PCT_OWNER_HU_COST_30PCT,ACS_PCT_OWNER_HU_COST_50PCT,ACS_PCT_OWNER_HU_CHILD,ACS_PCT_HU_PLUMBING,ACS_PCT_RENTER_HU_COST_30PCT,ACS_PCT_RENTER_HU_COST_50PCT,ACS_PCT_RENTER_HU,ACS_PCT_RENTER_HU_ABOVE65,ACS_PCT_RENTER_HU_CHILD,ACS_PCT_VACANT_HU,ACS_PCT_COMMT_15MIN,ACS_PCT_COMMT_29MIN,ACS_PCT_COMMT_59MIN,ACS_PCT_COMMT_60MINUP,ACS_PCT_DRIVE_2WORK,ACS_PCT_HU_NO_VEH,ACS_PCT_PUB_COMMT_15MIN,ACS_PCT_PUB_COMMT_29MIN,ACS_PCT_PUB_COMMT_59MIN,ACS_PCT_PUB_COMMT_60MINUP,ACS_PCT_PUBL_TRANSIT,ACS_PCT_TAXICAB_2WORK,ACS_PCT_WALK_2WORK,ACS_PCT_WORK_NO_CAR,ACS_PCT_MEDICAID_ANY,ACS_PCT_MEDICAID_ANY_BELOW64,ACS_PCT_MEDICARE_ONLY,ACS_PCT_OTHER_INS,ACS_PCT_PVT_EMPL_DRCT,ACS_PCT_PVT_EMPL_DRCT_BELOW64,ACS_PCT_PRIVATE_ANY,ACS_PCT_PRIVATE_ANY_BELOW64,ACS_PCT_PRIVATE_EMPL,ACS_PCT_PRIVATE_EMPL_BELOW64,ACS_PCT_PRIVATE_MDCR,ACS_PCT_PRIVATE_MDCR_35_64,ACS_PCT_PRIVATE_OTHER,ACS_PCT_PRIVATE_OTHER_BELOW64,ACS_PCT_PRIVATE_SELF,ACS_PCT_PRIVATE_SELF_BELOW64,ACS_PCT_PUBLIC_ONLY,ACS_PCT_PUBLIC_OTHER,ACS_PCT_PUBLIC_OTHER_BELOW64,ACS_PCT_SELF_MDCR_ABOVE35,ACS_PCT_TRICARE_VA,ACS_PCT_TRICARE_VA_BELOW64,ACS_PCT_UNINSURED,ACS_PCT_UNINSURED_BELOW64,CEN_AREALAND_SQM_TRACT,CEN_POPDENSITY_TRACT,WUSTL_AVG_PM25,HIFLD_DIST_UC_TRACT,POS_DIST_ED_TRACT,POS_DIST_MEDSURG_ICU_TRACT,POS_DIST_TRAUMA_TRACT,POS_DIST_PED_ICU_TRACT,POS_DIST_OBSTETRICS_TRACT,POS_DIST_CLINIC_TRACT,POS_DIST_ALC_TRACT,CEN_AIAN_NH_IND,COUNTY
43,Rhode Island,44006203982,44006,44,0,4231,4191,4012,3556,3512,244,2965,3392,205,735,2265,2140,2051,1980,4057,3249,4068,55,1877,1658,2,4166,208,5,13,11,19,51,48,75,7,8,84,15,6,0,0,1,2,2,1,2,14,4,77,5,6,1,12,15,17,12,6,37,41,42,39,5,5,5,3,19,17,36,18,27,20,17,4,0,45,54,0,3,54,45,3,6,44,55,5,48,51,16,5,51,48,2,0,36,63,0,45,54,0,5,78,51,48,70,81,6,0,2,0,5,3,1,4,9,0,82,9,81,6,62,1,77,5,2,0,86,2,74,8,86,77,10,11,3,0,33,6,11,25,62,18,14,11,3,3,39,44,34,39,9,2,0,0,4,0,10,5,27,94,6,12,1,10,0,34,4,10,11,70,11,4,5,76,3,2,21,19,0,135439,113737,39408,108803,61643,60619,72973,0,49741,75733,72989,28689,44151,35655,48024,2,6,17,9,28,45,5,33,4,8,18,29,5,11,8,3,10,73,11,37927,31,13,20,17,15,17,21,10,28,15,6,5,16,25,20,2,14,27,11,61,31,31,37,292539,1122,1942,768,1525,11,1,2,2,73,3,3,30,30,12,0,55,3,28,1,0,0,10,0,6,1,2,0,60,29,11,27,1,45,22,39,21,27,11,27,38,26,7,92,9,5,17,27,48,2,1,3,3,18,19,5,6,1,2,63,69,48,58,2,0,0,0,6,7,25,0,0,3,0,1,4,5,4,5271,7,2,3,2,8,10,3,1,5,0,Anderson County
44,South Carolina,45049439938,45049,45,0,3848,3801,3628,3153,3107,202,2655,2983,268,711,1850,1748,1715,1643,3725,2901,3741,88,1752,1482,2,3772,272,4,15,12,21,51,48,76,1,2,94,5,2,0,0,0,1,0,0,0,4,1,93,1,1,0,4,22,19,16,8,38,40,42,39,5,5,6,3,21,16,34,17,26,20,18,3,0,44,55,0,1,56,43,1,28,52,47,27,47,52,5,2,50,49,2,0,48,51,0,45,54,0,1,65,50,49,62,68,27,0,1,0,1,1,0,1,29,0,67,10,81,11,56,1,71,4,3,0,79,3,62,7,79,70,13,16,7,0,36,11,23,30,46,18,14,12,5,4,42,46,30,35,10,3,0,0,4,0,9,7,21,94,5,15,1,13,1,40,4,10,6,72,11,5,5,73,4,2,17,16,0,51960,64188,39802,90731,43907,59247,74900,23750,46073,63880,56465,24149,36873,28765,43766,3,10,23,12,31,32,8,22,5,10,23,30,7,15,9,5,14,63,16,30270,21,13,22,21,21,14,23,12,27,12,6,9,12,30,17,2,10,29,12,57,27,38,34,183937,943,1272,404,1971,6,1,2,3,39,3,2,29,32,12,0,21,4,0,0,0,0,71,0,6,3,3,17,69,20,8,25,3,47,23,30,15,34,14,25,38,29,6,95,6,24,21,28,24,0,1,1,2,16,18,6,7,1,1,56,60,40,49,3,0,0,0,6,7,25,0,0,3,1,2,10,12,22,1096,6,8,6,7,12,15,7,3,12,0,Andrew County
45,South Dakota,46075037849,46074,46,0,3633,3588,3385,2883,2838,195,2397,2731,229,788,1916,1849,1790,1700,3503,2632,3512,61,1639,1437,2,3561,231,3,11,9,16,49,50,73,1,1,95,4,2,0,0,0,1,0,0,0,4,1,93,1,1,2,2,18,19,14,8,36,38,40,38,6,6,6,3,24,15,33,17,24,19,17,4,9,47,52,9,1,62,37,1,2,33,66,2,45,54,3,3,49,50,2,0,43,56,0,46,53,0,0,83,49,50,80,87,1,7,0,0,0,1,11,1,2,0,86,10,77,7,57,1,75,6,2,0,81,3,67,12,81,66,9,15,6,0,29,6,29,27,43,14,12,11,2,2,49,50,26,33,9,2,0,0,5,0,8,6,23,96,6,17,1,9,8,32,4,6,9,63,11,4,3,81,3,2,51,46,0,51155,61669,45433,96121,54713,59400,73444,0,55042,63248,60286,25796,39239,32186,42386,3,7,19,11,34,34,5,23,4,8,23,33,6,13,7,4,13,68,13,30878,37,12,17,21,19,21,17,9,24,9,5,7,10,32,19,2,8,31,8,60,25,34,40,165844,737,1299,493,1925,9,1,2,3,56,3,3,30,29,11,0,40,20,2,1,0,1,32,0,6,4,3,9,67,16,6,29,3,35,15,32,19,29,13,50,32,14,3,93,5,37,20,18,23,0,1,4,1,11,13,5,6,1,2,63,68,44,53,1,0,0,0,9,11,20,0,0,5,1,2,10,11,313,1075,5,35,6,9,9,36,7,6,22,0,Andrews County
46,Tennessee,47103016902,47102,47,0,3981,3938,3742,3246,3196,200,2733,3083,248,759,1954,1850,1810,1710,3871,3001,3882,85,1761,1551,2,3917,251,5,16,13,22,51,48,75,1,2,94,5,2,0,0,0,1,1,0,1,4,1,93,1,1,0,4,20,18,15,8,37,40,41,38,5,5,6,3,21,16,35,18,26,19,16,3,0,45,54,0,1,58,41,1,17,47,52,17,48,51,5,2,50,49,2,0,48,51,0,45,54,0,1,75,50,49,72,77,17,0,1,0,0,2,0,2,18,0,78,11,79,11,56,1,70,4,2,0,80,2,62,8,80,70,13,16,7,0,33,10,25,30,44,17,15,13,4,4,44,47,28,33,9,3,0,0,4,0,9,6,22,94,5,13,1,13,1,39,4,9,7,72,11,6,5,71,4,2,37,35,0,52773,63795,56296,117687,50392,61368,64944,0,49724,61906,57817,24397,37121,29364,43129,2,9,23,12,32,31,7,22,5,10,24,30,6,15,10,4,14,64,15,30222,17,13,22,22,20,24,22,13,28,13,7,8,14,28,16,2,9,32,12,54,25,35,38,188472,932,1276,419,1966,8,1,1,3,45,2,2,29,30,11,0,31,4,0,1,0,0,61,0,7,3,3,9,66,18,7,26,2,44,21,33,15,35,12,25,38,28,6,96,6,16,26,31,26,0,1,1,2,17,19,6,6,1,1,57,61,42,51,2,0,0,0,6,7,25,0,0,3,1,1,10,11,24,1395,6,6,4,6,19,21,6,4,13,0,Androscoggin County
47,Texas,48228858511,48228,48,0,4152,4100,3862,3261,3201,235,2675,3068,204,928,2061,1952,1917,1794,4053,2995,4062,97,1611,1436,2,4084,208,4,12,9,19,50,49,65,6,7,82,17,10,1,2,3,3,2,2,4,21,6,65,7,2,0,28,22,24,13,6,33,36,37,35,6,6,7,4,24,17,37,20,23,17,13,3,0,48,51,0,4,55,44,4,12,48,51,11,49,50,38,6,49,50,1,0,51,48,0,48,51,0,6,69,50,49,42,71,12,0,4,0,5,5,1,5,13,0,76,8,86,11,59,0,74,3,2,0,83,2,64,6,83,75,14,13,9,0,31,9,18,31,50,19,14,11,5,5,44,47,30,35,7,2,0,0,4,0,9,9,21,94,6,13,1,8,3,35,5,11,5,73,11,5,5,77,4,2,46,41,0,62846,75036,75747,109782,63103,64540,81096,73435,58246,79163,68801,27244,43807,34120,51419,3,8,22,11,29,35,6,28,4,8,21,29,6,13,8,5,14,65,15,32432,15,13,19,17,15,14,17,11,24,12,5,8,13,28,19,1,10,25,16,58,30,38,30,206304,1131,1629,604,1954,14,3,5,7,39,1,2,25,26,8,0,34,3,0,0,0,0,60,0,8,3,3,7,62,20,8,33,2,46,21,37,12,40,11,26,36,29,8,94,5,8,16,36,38,1,1,1,2,14,15,5,4,1,1,56,59,43,49,2,0,0,0,6,7,21,0,0,2,1,1,17,19,37,3527,7,9,3,5,6,20,5,5,10,0,Angelina County
48,US Virgin Islands,78020030003,78019,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Anne Arundel County
49,Utah,49036853242,49036,49,0,4401,4335,4053,3320,3247,274,2609,3098,165,1173,2228,2147,2100,1925,4326,3047,4332,74,1550,1401,3,4363,167,3,10,8,16,49,50,67,3,4,90,9,4,0,1,1,1,2,0,1,10,2,84,2,2,0,10,20,25,11,5,34,32,33,31,7,7,8,4,28,19,40,20,19,14,11,2,1,49,50,0,2,57,42,2,1,37,62,1,49,50,13,4,48,51,2,0,42,57,0,47,52,0,4,85,49,50,77,88,0,0,2,0,3,2,1,3,1,1,89,3,90,4,71,0,87,3,2,0,89,4,74,6,89,80,8,6,9,0,18,5,10,23,65,13,11,8,3,3,53,54,27,32,5,1,0,0,4,0,8,7,22,96,6,14,1,9,1,31,4,12,7,73,11,5,3,80,4,2,36,30,0,83679,97925,57690,97533,55678,71330,84900,99722,66339,80364,78488,23818,45875,34003,53610,2,4,15,10,35,37,3,34,2,5,18,34,4,9,7,3,12,73,9,31352,18,11,18,13,11,15,14,8,16,6,2,6,6,35,23,1,11,22,7,70,37,39,22,321113,1221,1626,454,1940,10,2,3,6,39,3,2,18,23,7,0,80,2,0,1,0,0,14,0,9,3,1,2,70,19,6,40,0,41,17,29,10,43,8,33,39,22,4,93,3,5,15,37,40,2,1,2,1,8,8,3,4,1,1,72,76,56,63,2,0,0,0,9,10,13,0,0,2,1,1,9,10,115,3593,6,4,3,5,7,28,4,5,12,0,Anoka County
50,Vermont,50015543187,50014,50,0,3234,3207,3084,2746,2710,182,2290,2631,178,538,1769,1702,1632,1518,3104,2516,3108,36,1747,1361,2,3203,180,5,14,11,20,50,49,79,2,3,94,5,1,0,0,0,0,0,0,0,4,0,94,0,3,0,1,14,14,17,7,40,44,45,42,4,5,5,3,18,15,32,17,28,22,20,4,0,49,50,0,1,61,38,1,1,40,59,1,51,48,1,2,49,50,2,0,65,34,0,49,50,0,0,94,50,49,92,95,0,0,0,0,0,1,1,2,1,0,96,8,75,4,59,1,81,9,1,0,83,5,70,18,82,62,7,11,5,0,30,6,22,19,58,12,14,12,2,2,47,49,27,33,8,2,0,0,4,0,9,7,28,96,4,14,1,10,2,34,4,8,15,60,11,3,3,74,2,1,15,14,0,60570,59930,47747,68387,53287,69290,63581,0,0,66216,65426,29398,39090,34212,43425,2,6,16,10,31,41,4,28,4,8,21,32,5,11,7,3,12,73,10,36057,24,14,18,15,15,15,11,10,23,10,4,6,11,25,23,2,16,28,6,64,29,31,39,241189,1005,1638,719,1779,5,1,1,3,59,3,3,30,33,13,0,14,18,43,16,0,1,5,0,6,2,2,6,72,26,10,24,2,45,21,27,19,26,20,32,35,25,6,91,6,13,20,41,24,1,1,5,2,20,24,6,6,1,1,61,64,44,54,3,0,0,0,6,7,28,0,0,4,0,0,4,5,47,868,5,15,6,8,21,22,7,4,12,0,Anson County
51,Virginia,51290179648,51289,51,0,3871,3827,3640,3165,3116,202,2653,2963,301,745,1993,1901,1889,1766,3715,2879,3755,64,1609,1448,2,3768,306,4,12,9,14,50,49,74,6,7,87,12,5,0,0,1,2,3,0,1,9,2,84,2,3,1,6,30,30,13,10,30,40,41,38,5,5,5,3,21,16,36,19,26,19,16,3,0,48,51,0,6,55,44,5,20,49,50,19,48,51,8,4,50,49,3,0,52,47,0,48,51,0,2,66,50,49,61,69,19,0,5,0,1,2,1,7,22,0,70,8,83,7,63,0,79,4,2,0,85,2,69,7,85,76,11,11,6,0,28,8,19,28,52,16,14,10,5,4,44,48,29,35,8,2,0,0,8,1,8,6,22,95,6,19,1,7,1,34,5,14,8,66,10,4,4,80,3,1,27,24,0,60634,81738,74101,122304,74781,94397,107826,0,83037,91301,84247,32928,51646,39051,66191,2,6,16,9,27,46,5,36,3,7,18,29,5,10,6,3,11,74,10,40878,13,11,15,13,12,9,15,8,19,8,4,6,9,27,21,1,16,24,10,65,39,32,27,315496,1363,1847,575,1935,12,0,1,3,46,3,2,27,29,11,0,32,4,4,2,0,0,55,0,6,4,2,4,66,21,8,28,1,45,20,33,15,35,9,22,36,31,9,91,6,7,14,34,42,4,1,2,3,11,12,5,6,1,2,64,68,48,57,3,0,1,1,6,7,20,0,0,3,4,4,8,9,17,3559,6,6,5,5,12,18,6,4,10,0,Antelope County
52,Washington,53042488898,53042,53,0,4211,4164,3956,3435,3384,200,2914,3252,286,833,2157,2051,2015,1851,4110,3199,4132,54,1765,1628,2,4146,290,4,13,10,17,49,50,71,6,8,84,15,7,0,1,2,3,5,0,2,11,3,80,3,3,1,8,21,22,14,9,35,39,40,38,5,6,5,3,21,16,37,20,25,19,16,3,1,50,49,1,8,57,42,8,3,42,57,3,48,51,12,6,49,50,5,0,48,51,0,45,54,0,4,74,49,50,68,79,3,1,7,0,3,4,3,10,5,1,80,5,86,5,66,0,84,5,2,0,89,2,76,7,89,80,9,7,6,0,26,5,18,26,55,14,14,11,3,3,48,49,27,34,7,2,0,0,5,0,9,7,21,94,5,16,2,9,3,36,4,12,8,69,11,5,5,77,4,2,34,29,0,66814,84387,62486,112175,73644,80563,89848,77842,68353,83784,82083,31328,51510,39880,53418,2,5,15,9,28,45,4,36,3,6,18,30,5,10,7,3,11,74,10,40499,20,10,18,14,12,14,16,9,26,11,4,5,12,33,22,1,13,22,8,69,33,41,25,403545,1388,1975,640,1916,14,2,3,5,47,3,2,25,28,10,0,33,3,1,4,0,0,56,0,9,3,1,6,64,24,8,29,1,45,20,35,14,34,7,25,35,29,10,87,6,3,14,37,44,5,2,4,3,17,19,4,6,1,1,62,66,47,56,2,0,0,0,5,7,24,0,0,3,1,2,6,7,37,4163,6,6,4,5,7,26,4,3,9,0,Antrim County
53,West Virginia,54051062581,54050,54,0,3310,3275,3135,2758,2720,161,2351,2637,227,555,1458,1363,1327,1276,3211,2560,3215,78,1636,1344,2,3256,229,5,19,17,26,50,49,79,0,1,97,2,0,0,0,0,0,0,0,0,1,0,97,0,0,0,0,17,15,13,8,40,43,44,41,5,5,5,3,19,15,32,17,27,21,20,4,0,53,46,0,0,63,36,0,3,44,55,3,49,50,1,2,49,50,2,0,62,37,0,41,58,0,0,92,50,49,91,93,3,0,0,0,0,1,0,1,5,0,94,14,72,9,53,1,68,7,1,0,78,3,63,14,78,61,10,18,6,0,32,11,28,30,41,15,15,14,3,3,46,48,24,31,11,3,0,0,6,0,9,6,27,92,3,19,1,7,4,46,4,7,7,68,12,5,7,67,6,1,19,16,0,49516,65519,14107,82392,46524,84544,63015,0,63443,49202,48662,21296,33338,25775,38856,2,11,26,12,32,28,9,17,6,12,25,28,8,18,13,5,15,60,18,26715,27,12,31,23,24,9,28,17,37,17,9,8,17,26,12,2,8,40,12,47,18,32,49,128174,737,1032,340,1918,4,0,1,2,59,2,2,30,35,13,0,41,5,2,5,0,0,42,0,6,2,5,13,72,14,5,24,6,46,23,27,16,32,17,30,35,25,9,94,9,11,31,34,22,1,1,3,3,23,27,6,7,1,1,53,56,40,49,5,0,0,0,3,3,32,0,0,3,1,1,6,7,44,920,6,11,5,6,8,23,9,2,14,0,Apache County
